visitorid,itemid,rating
835424,193828,112
835566,36864,101
835586,180751,112
835648,113233,111
835657,218794,104
835779,58726,115
836045,19278,120
836045,459546,112
836186,149822,111
836212,263385,214
836341,302887,111
836347,64154,111
836485,350299,111
836542,287647,111
836635,1261,111
836635,4001,126
836635,4959,113
836635,5675,336
836635,8122,112
836635,13280,111
836635,15616,111
836635,17478,224
836635,21320,114
836635,37068,115
836635,40140,112
836635,44648,112
836635,48030,123
836635,55543,113
836635,65346,113
836635,69783,112
836635,76941,112
836635,92979,103
836635,95981,111
836635,104432,114
836635,107718,103
836635,113233,112
836635,115826,113
836635,125068,111
836635,127879,112
836635,132600,113
836635,146797,113
836635,147879,113
836635,153889,113
836635,155354,112
836635,157725,112
836635,159344,111
836635,161623,112
836635,164454,113
836635,168927,114
836635,169679,114
836635,187494,113
836635,191223,111
836635,193828,112
836635,198637,115
836635,198995,112
836635,200457,112
836635,206241,113
836635,211732,113
836635,217278,124
836635,231092,113
836635,232406,113
836635,238942,111
836635,243143,113
836635,248512,111
836635,260621,102
836635,266085,112
836635,268530,111
836635,268982,114
836635,277627,105
836635,283405,112
836635,293304,112
836635,303828,113
836635,307201,118
836635,308967,112
836635,309605,114
836635,311464,114
836635,320914,113
836635,322619,112
836635,350103,113
836635,353364,116
836635,358348,112
836635,359439,112
836635,368843,114
836635,377863,113
836635,381934,114
836635,386636,112
836635,386724,113
836635,402225,111
836635,406412,113
836635,416017,114
836635,419194,114
836635,425758,113
836635,433264,113
836635,433649,113
836635,436115,223
836635,439194,113
836635,444006,112
836635,465472,113
836635,466614,116
836799,220410,112
836852,278843,111
837052,139085,112
837052,153036,125
837052,304403,111
837052,312555,111
837186,383019,111
837197,190000,122
837233,360886,111
837242,342425,101
837352,352577,101
837377,183899,103
837377,187602,101
837377,210786,110
837613,138427,101
837657,134767,118
837657,391472,124
837675,280187,111
837781,461686,111
837952,20098,111
838086,256721,111
838113,294242,111
838154,4430,113
838194,84997,111
838226,14194,113
838226,121231,112
838490,235047,113
839322,290993,214
839347,264605,111
839496,345308,111
839529,303715,115
839704,210846,112
839761,316722,111
839832,262398,101
839860,328696,112
840029,302144,112
840031,128147,110
840076,309403,111
840234,373877,103
840427,88553,111
840638,462188,111
840783,320130,114
840793,224295,114
840868,299852,113
841511,105700,113
841560,348983,111
841657,266553,117
841767,260194,112
841939,39677,112
841939,69685,112
841939,71733,112
841939,85914,111
841939,113440,111
841939,122604,111
841939,129138,113
841939,148285,111
841939,148855,112
841939,150730,112
841939,178274,111
841939,204209,101
841939,222285,111
841939,230911,112
841939,247240,112
841939,247755,111
841939,249702,111
841939,253286,112
841939,257040,111
841939,260005,111
841939,270532,110
841939,271930,111
841939,289915,111
841939,291893,111
841939,302587,112
841939,315685,111
841939,345136,111
841939,346203,112
841939,348099,122
841939,366238,111
841939,369158,101
841939,405770,123
841939,420960,111
841939,423339,123
841939,424421,111
841939,436195,112
841939,442131,111
841939,448494,111
842249,340749,114
842264,126926,112
842297,274225,112
842357,13783,112
842413,242981,111
842547,159780,116
842640,67045,101
842713,173653,110
842906,425867,111
843246,153778,111
843284,358348,132
843284,413874,111
843382,7943,101
843438,64396,161
843438,116565,111
843535,357531,111
843754,79378,112
843805,124524,121
843884,228392,112
844369,190000,113
844406,156302,112
844423,464404,111
844650,253615,111
844840,144704,112
845364,245476,110
845399,46300,113
845681,415818,112
845701,49676,111
845701,315545,115
845909,254418,102
846135,267236,111
846194,261673,112
846256,102478,112
846581,367434,111
846617,51969,123
846617,316024,110
846650,91093,121
846763,10572,110
846763,28072,110
846763,322892,110
846763,333039,120
846763,447067,110
846775,175885,111
846775,431028,111
846908,72521,101
846908,244717,124
847359,442565,122
848052,370607,112
848086,403591,112
848163,350527,111
848371,432748,122
848427,67434,112
848427,334947,120
848474,260957,102
848739,457162,111
848806,314124,120
849034,370745,101
849201,100282,111
849322,147555,123
849756,454467,123
849838,238202,101
849872,158569,111
849872,259710,111
849908,36904,112
849941,104432,115
849992,66780,111
850173,243470,112
850317,169583,112
850320,361850,113
850462,64776,112
850520,202634,111
850520,415888,111
850561,125084,123
850564,191547,114
850564,325673,113
850564,376008,113
850942,44959,111
850983,459664,113
851049,174265,136
851095,294351,111
851228,116624,112
851296,371228,113
851416,279473,110
851563,394931,104
851653,170283,111
851858,246362,127
851970,253731,113
851973,40582,101
852055,23762,105
852055,290841,115
852118,8833,110
852251,325772,412
852252,139918,140
852288,115754,110
852548,318333,101
852757,104634,110
852757,204790,112
852875,283861,111
853218,170403,115
853312,56100,111
853545,186260,128
853627,280946,126
853747,392300,102
853747,437106,111
853851,50133,102
853860,453390,110
853874,389321,111
854134,449776,343
854227,372442,111
854310,175485,124
854415,36442,125
854516,445105,114
854517,447848,112
854570,13224,103
854740,115530,114
854797,24727,116
854797,396647,115
854854,460553,114
854858,432478,111
854863,146100,113
854879,129279,117
855092,109589,111
855251,251396,113
855383,74833,111
855383,177257,111
855614,104699,104
855614,300906,111
855713,216556,112
855713,357583,111
855713,403564,113
855728,198991,111
855728,240721,112
855728,283926,111
855728,293101,111
855728,360825,111
855941,235771,111
856226,101443,111
856226,344874,222
856304,441852,466
856489,334800,110
856584,57744,110
856584,88806,110
856584,214183,110
856600,450760,112
856639,95729,111
856753,60980,117
856766,439856,118
856826,450082,112
856897,19572,111
856909,193828,121
856949,253084,111
857013,96985,114
857013,340375,113
857125,370998,111
857188,160815,120
857417,119433,113
857465,4289,110
857465,93734,112
857716,9975,111
858052,51083,107
858127,23762,119
858299,307455,112
858324,224295,111
858324,416017,114
858411,385922,122
858411,432183,111
858445,165169,222
858493,268872,111
858524,124780,102
858750,107686,110
858934,185260,114
858951,343255,114
858966,59204,119
859012,134840,102
859080,241555,113
859454,23626,111
859454,309438,111
859454,402462,111
859462,85945,112
859654,465751,113
859783,138290,113
859964,393111,112
860026,146081,122
860075,304332,117
860075,390092,110
860075,408103,112
860099,466109,110
860228,383488,116
860295,447755,111
860950,22495,101
861157,415219,113
861158,233695,113
861173,438554,211
861299,546,238
861299,3188,111
861299,14759,112
861299,15212,111
861299,16307,112
861299,16370,111
861299,17069,111
861299,17700,111
861299,20416,111
861299,21746,112
861299,22568,111
861299,22969,112
861299,23332,111
861299,28161,101
861299,28959,111
861299,37029,112
861299,39561,112
861299,40542,111
861299,42874,111
861299,46156,131
861299,50443,112
861299,51792,111
861299,58804,111
861299,60957,111
861299,61303,111
861299,66405,111
861299,69868,111
861299,71800,123
861299,72597,123
861299,78653,112
861299,80858,111
861299,82232,110
861299,84475,110
861299,85914,111
861299,88145,112
861299,89688,111
861299,90325,111
861299,90453,111
861299,94521,111
861299,94773,111
861299,96680,111
861299,99860,114
861299,101617,113
861299,102471,113
861299,104116,112
861299,104848,111
861299,106027,111
861299,107697,111
861299,109583,192
861299,113764,112
861299,119736,122
861299,119942,111
861299,121595,111
861299,122604,111
861299,124065,110
861299,126247,111
861299,128816,112
861299,129010,102
861299,131034,111
861299,133404,111
861299,143418,111
861299,143574,112
861299,143778,112
861299,146325,110
861299,153666,112
861299,153830,124
861299,153907,111
861299,155188,113
861299,160999,111
861299,167237,111
861299,167543,111
861299,172282,111
861299,176363,112
861299,177121,111
861299,178935,112
861299,179013,111
861299,183087,113
861299,184966,111
861299,188736,112
861299,191733,113
861299,191746,112
861299,191763,111
861299,201207,111
861299,203368,110
861299,206970,111
861299,212917,111
861299,213334,111
861299,213834,301
861299,218817,114
861299,221794,112
861299,221900,110
861299,224166,111
861299,226647,111
861299,233203,111
861299,235673,112
861299,235796,111
861299,238766,111
861299,244458,111
861299,246838,111
861299,248455,112
861299,250019,112
861299,254477,112
861299,255600,113
861299,261150,111
861299,263258,112
861299,266553,112
861299,267236,113
861299,270383,111
861299,273144,111
861299,275580,111
861299,275625,111
861299,276257,111
861299,276559,111
861299,286731,112
861299,302239,112
861299,303161,114
861299,308441,112
861299,309557,112
861299,313462,111
861299,317192,111
861299,324462,111
861299,327424,111
861299,332325,111
861299,332531,111
861299,340825,111
861299,342823,112
861299,345279,226
861299,346892,223
861299,348303,110
861299,348361,111
861299,351289,113
861299,354345,123
861299,356644,113
861299,358188,111
861299,363663,111
861299,367032,112
861299,371585,111
861299,372188,125
861299,379013,111
861299,379306,110
861299,381200,111
861299,382419,112
861299,382437,112
861299,386724,111
861299,386988,111
861299,390645,113
861299,390934,112
861299,394052,112
861299,394974,112
861299,397692,111
861299,399192,112
861299,401285,111
861299,401765,122
861299,403123,111
861299,406070,112
861299,411482,112
861299,412865,112
861299,414127,111
861299,418366,112
861299,421788,112
861299,423672,110
861299,427725,111
861299,429765,111
861299,434118,111
861299,435160,112
861299,442286,111
861299,445105,111
861299,448494,111
861299,448986,111
861299,449912,111
861299,454265,111
861299,456602,111
861299,457412,111
861299,458257,111
861299,461835,113
861299,465522,111
861301,386859,119
861356,174189,114
861630,42593,143
861630,146471,144
861638,239691,105
861651,8015,110
861651,339346,111
861923,26283,101
861940,403591,111
862280,246997,113
862551,388536,111
862608,74570,123
862751,30479,113
862797,212438,101
862823,89076,123
863141,442172,114
863181,80226,111
863203,216044,117
863219,4643,112
863219,80435,112
863219,96149,111
863219,104023,112
863219,111572,111
863219,116527,111
863219,119736,132
863219,133964,111
863219,148450,112
863219,158194,113
863219,164344,112
863219,197498,111
863219,199952,111
863219,222888,111
863219,269916,111
863219,304145,111
863219,351042,111
863219,354511,111
863219,362760,113
863219,368947,112
863219,400442,113
863219,411575,111
863219,414044,111
863219,417927,113
863219,449492,111
863219,450778,111
863219,456056,112
863219,463509,111
863250,380769,111
863260,441945,111
863345,245985,111
863452,136565,146
863549,7130,110
863549,371204,110
863634,92600,120
863634,268604,113
863830,259189,114
863830,294242,124
864077,117695,112
864512,268415,111
864513,131385,111
864513,431216,110
864621,210002,112
864632,360156,110
864696,416399,111
864738,3854,102
864738,104929,111
864847,228365,111
864848,281212,102
865129,442015,111
865268,432152,115
865376,317816,111
865620,308648,111
865638,312728,111
865646,109352,103
865905,280328,110
865938,160441,111
865943,395091,111
866176,269258,112
866191,73852,211
866191,320185,211
866191,355391,210
866242,86315,335
866327,450082,112
866540,329522,111
866629,399531,111
866887,195901,112
866924,366888,111
867161,94442,112
867219,176289,113
867277,393978,110
867302,466079,110
867355,34676,120
867365,289200,102
867441,75392,126
867441,124081,123
867441,461686,125
867490,358895,127
867658,211418,112
867768,218033,223
867926,182644,110
868057,90083,120
868057,154759,114
868057,397159,126
868302,345721,115
868429,290227,111
868475,236266,112
868499,302242,112
868505,6731,111
868505,158221,112
868541,136523,111
868541,268955,111
868541,316255,111
868541,382674,112
868541,422583,111
868541,423217,111
868541,442725,111
868795,56323,110
868964,138843,111
868985,459615,110
869008,40685,111
869081,415160,107
869101,101753,113
869123,411886,112
869170,289103,111
869183,5070,115
869275,297053,110
869432,16417,222
869542,304920,111
869544,456005,112
869576,90129,111
869663,442131,112
869899,37029,112
870052,465751,115
870114,430254,112
870243,74264,112
870323,304314,101
870323,416253,112
870323,446167,111
870390,83556,111
870683,349470,112
870811,190463,311
870834,280802,121
870843,213834,101
870843,345373,113
871147,416017,113
871178,176379,112
871243,386523,102
871303,272596,133
871359,219512,117
871413,429704,111
871414,73395,113
871424,463402,113
871476,248742,112
871854,200307,101
871971,461686,113
872005,210455,102
872183,85510,111
872187,26210,104
872338,98893,111
872338,104417,111
872338,134558,112
872338,164045,111
872338,199617,111
872338,207125,111
872338,215765,111
872457,29393,101
872574,137005,111
872690,431315,111
872963,122604,111
872963,231400,122
873157,110512,112
873157,252564,113
873285,134764,126
873287,87187,112
873353,85199,112
873353,189111,114
873353,195434,111
873361,223003,115
873401,281211,112
873435,185677,112
873597,160272,118
873605,236969,110
874288,126354,110
874524,169003,138
874723,4849,115
875146,190217,120
875146,359564,111
875263,312781,125
875441,259011,114
875496,117314,112
875538,371681,111
875557,33777,113
875801,317093,110
875891,369447,111
875921,62417,102
875921,72062,114
875921,213172,111
875921,424996,111
875980,49621,111
876029,188069,111
876241,115328,111
876254,256317,113
876319,316976,112
876323,47718,121
876481,169583,111
876581,125862,111
876612,64099,111
876719,355985,102
877058,17137,115
877058,446934,116
877108,179728,114
877212,51354,112
877289,11848,116
877309,252344,113
877421,401285,112
877486,288174,113
877486,337850,113
877963,358837,116
878229,78780,111
878466,43590,111
878466,398673,111
878690,105812,123
878699,133647,112
879019,213807,112
879019,340329,111
879063,309778,114
879169,247240,113
879173,362875,115
879518,92466,112
879685,17478,112
879685,461710,114
879818,233128,111
879818,275874,112
879818,390226,111
879907,316472,211
880099,295746,111
880333,9629,114
880377,394840,112
880465,218794,120
880465,461686,114
880513,433441,112
880629,48141,114
880840,461686,114
880959,240262,106
881061,43022,127
881061,60330,112
881061,240558,115
881365,165337,117
881599,448274,113
881608,304685,113
881734,101718,112
881932,43939,222
881948,283740,112
881999,442612,226
882108,258753,110
882108,429498,112
882313,281351,121
882367,112782,103
882469,438484,112
883069,307062,111
883069,375894,111
883093,10516,114
883093,51969,112
883093,316255,112
883121,465522,112
883355,265934,103
883404,222888,111
883655,390645,110
883693,19926,110
883745,26008,111
883745,32313,112
883745,165348,111
883745,185504,114
883745,188377,111
883745,352742,101
883745,373842,101
883745,444893,111
883817,446148,111
883927,431728,113
884078,288529,112
884409,191555,111
884495,85579,101
884534,144599,110
884674,119538,114
884923,196923,114
884927,325611,112
884928,258822,111
884928,383487,111
885199,310514,116
885223,143608,120
885223,171201,110
885223,255336,110
885324,180009,111
885513,144149,113
885852,155854,111
885864,92805,111
885899,371400,112
885909,396575,111
886025,185535,111
886110,200231,115
886110,454360,111
886166,234431,113
886166,251734,112
886166,309275,114
886178,361431,101
886313,82539,111
886313,83015,101
886390,338630,101
886402,461765,112
886494,133183,111
886494,140156,107
886494,322875,104
886766,191012,114
886905,136236,115
886905,208939,111
887007,19349,111
887168,315387,113
887269,78494,115
887451,182785,115
887459,335641,101
887488,19677,122
887488,188390,110
887488,296581,120
887488,432152,111
887520,192931,111
887615,276013,111
888165,89646,112
888200,388755,114
888465,216592,121
888469,99688,111
888469,369040,112
888537,48892,112
888537,110389,112
888537,292667,111
888537,337480,226
888593,248455,113
888717,93001,102
888739,312728,101
888741,52539,111
888741,156767,112
888741,206218,112
888829,52928,112
888834,355671,212
888860,131745,112
888881,43101,112
888881,272926,112
888881,285412,111
889244,271079,122
889407,184934,112
889526,435618,111
889692,71779,102
889801,173680,111
889802,158912,114
889964,275937,112
890047,75138,111
890047,75643,121
890105,36127,112
890105,162892,112
890105,341345,111
890105,398673,113
890290,397519,112
890458,461686,112
890611,371551,111
890915,177637,113
890980,869,111
890980,1510,240
890980,2416,115
890980,5470,114
890980,6633,111
890980,6786,122
890980,9877,126
890980,11279,112
890980,22969,112
890980,26210,111
890980,31640,111
890980,34868,240
890980,35202,111
890980,48011,111
890980,50648,111
890980,56303,123
890980,64881,112
890980,66737,111
890980,73760,111
890980,80635,114
890980,81104,111
890980,81453,111
890980,90487,111
890980,92814,127
890980,95354,112
890980,95933,112
890980,96441,240
890980,96675,122
890980,98491,351
890980,99824,113
890980,101288,111
890980,103492,111
890980,104469,121
890980,111436,240
890980,113535,113
890980,119736,401
890980,123645,112
890980,124938,110
890980,129209,118
890980,129279,111
890980,130865,112
890980,132854,111
890980,134191,112
890980,143046,112
890980,144211,111
890980,149767,110
890980,153778,112
890980,154912,122
890980,157734,111
890980,168111,111
890980,170262,112
890980,174265,121
890980,178163,111
890980,178355,111
890980,179601,114
890980,185855,111
890980,187026,111
890980,187405,111
890980,191203,111
890980,196923,111
890980,199279,241
890980,210087,111
890980,210993,111
890980,212006,111
890980,213834,500
890980,217605,112
890980,218531,110
890980,225856,111
890980,231313,240
890980,234177,111
890980,241876,111
890980,244205,111
890980,245168,111
890980,246366,123
890980,246532,111
890980,257773,121
890980,258271,111
890980,262923,111
890980,265082,111
890980,268883,111
890980,283573,111
890980,283776,243
890980,288205,113
890980,293946,111
890980,301581,101
890980,301843,111
890980,303161,112
890980,303229,111
890980,312388,111
890980,322619,122
890980,329587,240
890980,334476,111
890980,339356,111
890980,346648,111
890980,348503,112
890980,350163,121
890980,354881,112
890980,355994,134
890980,368193,111
890980,368841,111
890980,372523,111
890980,375332,111
890980,379953,101
890980,380394,111
890980,382419,111
890980,390934,111
890980,393028,111
890980,393562,111
890980,402198,111
890980,412207,111
890980,414127,111
890980,421465,111
890980,422022,111
890980,424193,111
890980,428433,111
890980,435670,112
890980,441852,224
890980,444824,112
890980,445351,233
890980,454640,112
890980,455183,116
890980,464731,110
890980,465951,111
891134,209184,112
891328,272324,102
891726,421063,113
891847,326819,110
891938,301895,110
891942,282622,111
892018,215868,112
892316,266725,111
892355,33912,113
892355,51556,111
892355,53207,111
892355,72299,111
892355,73840,102
892355,100944,113
892355,119736,203
892355,154977,101
892355,161354,107
892355,171814,124
892355,187913,111
892355,206241,111
892355,236578,114
892355,244458,113
892355,247307,112
892355,249207,111
892355,257251,111
892355,261568,112
892355,302242,111
892355,318610,111
892355,348245,111
892355,352541,112
892355,372188,116
892355,377232,111
892355,383396,114
892355,383828,113
892355,384744,112
892355,387339,112
892355,394678,111
892355,394679,111
892355,399069,112
892355,409746,112
892355,411373,112
892355,420960,111
892355,433169,111
892355,443188,111
892355,460553,112
892371,129844,111
892394,13925,218
892424,377216,118
892464,73311,101
892515,280974,115
892646,58719,114
892697,66737,115
892706,325670,223
892771,31640,111
893009,155942,113
893009,201311,122
893043,362606,111
893113,273958,113
893155,88831,113
893232,385086,112
893345,17910,111
893630,52371,111
893695,243233,121
893784,327897,112
893962,358895,106
894034,36026,112
894034,120050,111
894034,262813,111
894065,396633,111
894114,101876,112
894114,118523,112
894114,219755,112
894114,254406,114
894153,25920,103
894153,125628,117
894153,283905,111
894153,461858,102
894476,433987,112
894696,414088,225
895189,340375,111
895230,93926,122
895230,157187,112
895547,409804,242
895590,52371,112
895690,362697,114
895733,28789,201
895733,132068,132
895733,132633,201
895733,265419,112
895733,284414,200
895733,307117,200
895744,123064,122
895969,283115,220
895999,2657,113
895999,12217,117
895999,14214,113
895999,19135,113
895999,29757,111
895999,34757,112
895999,38680,112
895999,39561,112
895999,40484,113
895999,46156,113
895999,50159,112
895999,57788,111
895999,64377,111
895999,77573,112
895999,81033,111
895999,83882,112
895999,135311,113
895999,157217,111
895999,167728,112
895999,174185,112
895999,179013,112
895999,182785,112
895999,186540,113
895999,205872,112
895999,210279,113
895999,213834,101
895999,228287,112
895999,236751,124
895999,257655,117
895999,277247,112
895999,279225,112
895999,284312,112
895999,303715,114
895999,322123,111
895999,335738,111
895999,345477,114
895999,360964,112
895999,366517,121
895999,367249,111
895999,372243,112
895999,415610,113
895999,420960,114
895999,424245,112
895999,432807,112
895999,437922,113
895999,449764,114
895999,450082,113
895999,455183,111
895999,466114,112
896012,162662,112
896012,275294,102
896066,14606,103
896066,46232,101
896066,66752,101
896066,132068,111
896066,176484,111
896066,188051,112
896066,263008,111
896066,272969,113
896066,374835,112
896088,153830,115
896088,401765,116
896188,218048,115
896273,8641,111
896274,262162,112
896347,18252,113
896347,54698,114
896347,69333,113
896347,78759,113
896347,107238,114
896347,243087,106
896347,271685,111
896347,283923,110
896347,326456,112
896347,367207,111
896347,378045,113
896347,378862,111
896347,400868,111
896347,449391,224
896347,453192,111
896347,459475,104
896538,174489,114
896640,369112,113
896750,126929,111
897013,252098,110
897017,116802,124
897109,294245,111
897140,384302,111
897209,80554,114
897308,448601,111
897374,126236,120
897411,409725,116
897565,425705,115
897665,383100,113
897873,395497,111
897961,181762,110
897982,214335,101
897984,220066,112
898096,134330,114
898161,3020,112
898506,455183,102
898590,367434,111
898655,113019,113
898902,225257,112
899006,384823,101
899008,462808,112
899357,327180,112
899357,464930,112
899494,389814,126
899781,409923,211
899836,130815,112
899857,233,111
899857,34269,114
899857,34875,112
899857,42997,111
899857,45649,112
899857,45895,122
899857,50934,122
899857,58846,124
899857,59204,112
899857,75555,121
899857,76290,112
899857,76512,111
899857,83639,114
899857,87127,101
899857,87767,111
899857,88749,110
899857,90325,111
899857,124559,111
899857,126252,110
899857,131118,111
899857,134322,111
899857,136471,111
899857,153889,112
899857,159822,111
899857,161772,111
899857,168611,110
899857,172309,123
899857,172894,112
899857,173801,112
899857,177615,122
899857,179383,124
899857,181672,113
899857,195107,111
899857,213255,114
899857,218431,112
899857,219583,123
899857,221443,111
899857,223003,111
899857,229928,111
899857,232172,215
899857,244819,112
899857,245707,134
899857,248358,112
899857,251204,111
899857,256146,224
899857,257040,120
899857,260415,125
899857,262477,110
899857,265846,111
899857,267882,111
899857,273872,112
899857,280247,111
899857,296862,114
899857,300670,113
899857,303058,214
899857,308648,134
899857,332018,120
899857,335276,110
899857,335974,111
899857,348728,113
899857,349047,112
899857,355670,113
899857,391740,111
899857,400946,111
899857,419439,165
899857,426947,112
899857,430317,112
899857,430984,111
899857,439258,110
899898,333183,111
899963,348673,112
900369,304685,112
900674,191203,123
900715,265872,113
900820,218965,112
900966,80503,114
901007,431858,113
901221,74009,111
901283,303058,112
901422,350581,114
901467,222166,117
901801,236049,112
901880,320130,110
901953,46924,144
901953,248063,112
902186,65021,212
902186,286195,110
902220,309748,101
902243,223377,116
902303,425705,112
902561,437827,112
902662,152644,112
902662,213834,101
902701,106741,110
902711,277943,112
902756,168807,115
902756,243067,113
902756,335206,111
902881,460187,113
902934,152158,101
903316,176661,114
903507,122604,102
903507,222285,110
903507,344723,231
903515,398967,116
903580,283916,112
903829,370162,103
903847,154631,113
903847,187934,111
903847,358076,112
903935,122604,102
904015,31514,112
904135,58726,121
904135,458271,112
904167,46671,111
904185,254303,112
904265,466342,111
904294,366888,114
904351,37029,111
904351,65633,112
904351,122604,112
904351,248614,120
904351,260621,111
904351,301013,223
904351,301721,111
904351,334520,111
904351,344071,111
904351,362340,110
904351,413989,110
904351,436034,112
904351,437715,121
904418,223944,111
904418,393169,110
904485,286645,101
904488,448124,111
904709,217605,112
904736,333804,122
904879,315387,113
904880,352441,114
904885,421063,111
904909,445351,111
905132,303573,112
905237,303229,111
905280,234255,113
905308,16344,116
905375,461660,112
905476,303960,225
905500,167126,110
905500,414654,110
905698,409771,112
905751,230123,117
905872,177757,112
905936,12765,225
905952,91152,129
905976,256146,111
906092,89977,112
906126,465565,116
906134,173617,113
906238,427931,212
906325,187129,112
906325,219193,102
906550,25514,102
906695,239423,103
906703,210043,111
906707,208989,111
906711,297858,111
906765,292444,114
906835,137454,106
906971,259962,103
907091,49754,111
907797,374092,114
907812,387164,111
907815,368056,102
908278,450082,111
908372,450082,112
908446,307981,114
908646,406171,126
908786,222097,111
908805,271515,112
908818,405714,101
908905,450020,111
908941,306034,115
908971,210237,113
909277,65808,111
909282,460990,111
909547,118440,112
910083,284547,118
910106,58726,123
910312,192251,113
910472,379390,114
910960,264044,113
911093,251130,124
911093,261940,111
911093,277119,111
911377,144704,113
911378,70480,101
911446,34784,113
911447,268883,101
911457,444712,102
911674,391484,111
911693,387377,114
911744,29196,111
911759,381766,123
912102,387373,111
912117,89702,114
912214,242521,112
912550,215063,111
913045,111306,104
913045,130804,115
913185,185167,111
913201,227259,214
913201,345488,222
913285,210009,125
913454,339606,102
913490,276155,111
913725,132437,114
913869,57245,111
913976,352841,112
914152,109427,112
914409,107017,111
914409,128745,112
914409,157680,114
914409,351125,104
914613,248189,113
914617,377134,222
914636,207430,111
914651,430546,114
914734,178274,111
914895,270976,112
915019,455829,112
915069,212006,111
915126,223644,126
915126,247909,111
915126,321722,217
915213,169213,126
915213,328185,112
915374,158575,113
915412,351435,111
915485,368403,111
915594,379520,112
915623,393111,112
915759,279457,110
915892,449786,114
916024,397449,112
916332,91888,110
916518,80435,130
916527,92271,111
916600,107155,112
916601,205231,111
916742,142843,122
917001,399966,113
917005,458489,114
917036,325310,124
917038,198683,116
917059,339638,111
917188,2008,114
917289,216248,112
917293,290509,113
917345,94296,121
917345,180110,120
917360,58916,121
917500,160015,110
917500,181012,114
917500,181939,111
917500,207922,112
917528,381375,122
917577,130221,110
917577,266553,110
917594,317356,111
917629,458945,224
917791,416399,113
917851,98708,111
917851,406727,112
917853,159792,118
917853,291643,115
918146,432478,115
918201,90240,111
918277,33907,102
918277,220970,101
918289,246324,103
918412,27127,120
918415,376793,111
918441,310432,111
918585,4950,112
918651,111530,110
918651,137163,110
918651,218529,110
918651,332183,112
918651,411128,120
918664,300133,114
919028,59635,110
919028,182539,111
919028,245400,113
919028,287279,111
919028,345279,110
919275,404793,112
919302,67593,112
919302,213373,124
919302,294833,120
919347,462206,103
919420,268881,111
919682,168367,101
919820,167750,111
920004,432859,111
920018,426566,114
920156,2836,222
920453,123175,114
920899,112917,114
921444,414155,112
921489,45124,112
921499,458019,122
921518,29196,111
921696,71380,101
921915,217605,111
922581,50564,110
922581,407460,111
922607,130113,101
922607,188169,113
922817,346088,113
922843,69507,111
922967,275559,115
923017,391688,111
923179,229167,112
923338,291699,112
923418,91888,111
923475,360905,115
923908,87557,112
923908,359990,115
924020,247326,112
924176,433649,113
924468,213438,111
924484,23762,120
924526,273104,111
924551,412388,113
924707,100108,112
924711,96375,111
924724,231819,112
924839,173653,110
924939,119396,112
925004,369661,354
925062,247326,111
925189,242694,121
925350,460219,120
925703,76196,113
925755,116205,114
925775,80858,111
925888,127290,112
925888,428268,111
925995,419088,112
926014,321246,103
926018,196525,101
926397,128132,117
926490,31791,101
926668,198665,111
926821,382885,113
927045,446522,111
927045,465922,112
927075,239080,113
927157,271930,111
927183,346892,112
927384,110421,325
927429,80242,111
927429,315571,111
927447,373842,135
927736,34853,111
927756,106299,114
927756,303229,127
927756,395273,114
927784,447661,130
927838,58868,104
927838,152017,113
927838,176397,112
927838,239656,114
927838,363981,113
927838,406705,113
928046,156896,111
928367,102938,233
928951,18717,111
928951,190254,110
928951,232172,111
929045,147609,122
929045,205830,122
929045,229261,122
929045,294076,122
929230,255202,111
929356,167039,145
929382,400873,205
929480,361463,112
929638,260609,222
929721,171962,111
929807,464731,123
929875,255812,112
930274,72435,111
930609,280888,116
930694,6745,121
930694,341018,112
930934,256721,111
931020,231907,113
931074,297404,112
931182,49493,126
931182,97879,114
931515,300133,114
931900,13951,111
931900,219260,111
931900,298771,112
931900,377635,111
931964,379264,110
932017,157187,115
932109,29391,111
932151,218648,111
932151,252765,111
932193,421987,214
932203,170665,111
932203,407370,101
932290,125831,110
932444,426826,111
932542,222888,220
932633,103172,101
932651,220072,112
932651,280120,110
933174,121489,119
933174,310337,112
933225,108984,116
933310,179494,111
933310,247307,110
933327,39449,112
933327,243900,111
933696,7943,112
933700,193990,111
933821,15283,103
933821,73732,101
933821,113615,102
933821,150700,110
933821,262699,101
933821,323506,101
933821,391017,102
933910,48030,112
934150,237175,132
934208,127123,112
934208,213834,111
934208,290146,112
934244,301602,110
934396,221271,114
934487,166122,112
934588,460759,104
934648,273878,113
934663,465565,112
934767,79918,111
934767,98282,112
934767,167126,112
935325,14680,111
935325,37029,111
935325,52498,113
935325,63543,111
935325,79565,111
935325,83659,111
935325,87740,112
935325,89143,111
935325,136182,122
935325,159813,111
935325,170052,119
935325,208673,104
935325,226005,111
935325,232129,111
935325,246825,113
935325,268755,102
935325,279764,112
935325,307611,116
935325,313858,111
935325,354714,107
935325,372188,111
935325,450788,112
935325,458489,113
935355,85832,117
935481,199646,110
935588,243980,111
935624,64958,111
935667,415781,124
935726,1377,111
935908,25812,111
935910,157318,114
935959,297852,112
935997,65995,111
935997,92466,111
936360,224799,111
936434,129645,111
936674,133814,226
936737,360258,112
936783,342804,111
937192,451336,113
937219,306695,111
937463,193990,221
937463,260426,216
937483,227053,113
937483,236143,112
937494,405770,112
937584,248327,114
937584,459475,111
937709,297765,111
938120,122873,102
938199,258970,121
938243,296585,114
938270,334714,114
938396,15283,342
